id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
18636064;3.80666248977032;Townhouse;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;LA;"Cozy bedroom  double size bed on second floor.  Wood flooring, TV, desk, shared bathroom with one female. Quiet neighborhood and house in gated community. Access to a kitchen, laundry and dining room ONLY. Easy access to main Los Angeles attractions. 5-10 min drive from airport. For reservation less than 7 days, booking wont be accepted more than 30 days in advance.  Thanks Access to bathroom, laundry, kitchen and dining room ONLY Best way to reach me is via text (SMS, (SENSITIVE CONTENTS HIDDEN), Viber) Free street parking. There are bus stop 5 min walk from the house. I recommend renting a car or using Car Sharing service ""UBER"" or ""Lyft"" Less than 7 days stay. No reservation beyond 30days";2015-07-09;t;t;100%;2015-06-13;f;2017-04-27;33.96428516381029;-118.366021026544;Private bedroom in townhouse - LAX;Inglewood;99;92.0;https://a0.muscache.com/im/pictures/88188502/93bd789a_original.jpg?aki_policy=small;90301;1.0;1.0;45.000000000000014
1750679;4.30406509320417;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";2;1.0;Real Bed;moderate;True;NYC;Dance/circus studio with queen size convertible sofa in the center of a buzzing nightlife district. Yoga retreat and rehearsal space, complete with friendly cat, high above all the bars, clubs, restaurants and shopping you could want. Experience the high-octane, nonstop vibe of downtown Manhattan! Touring dancer? Just love yoga? Unique circus and dance atelier with a convertible sofabed. Room is equipped with mirrors and hardwood floors for your daily practice. You are welcome to our yoga mat, foam roller, bluetooth speakers, etc. We also use this room to practice and will need access during the day. We will work around your schedule and you will have complete privacy at night. The room has a bedroom style door. The cat is very social and will want to snuggle with you at night. Sofabed is a queen. Private room, shared kitchen and bathroom. We mind our own business but are happy to answer questions and give directions. As dancers we largely work evenings and are home during the day. You;2017-02-24;t;t;100%;2016-11-29;f;2017-08-22;40.724119552804936;-73.97815318494808;Circus Atelier in bustling East Village;Alphabet City;16;89.0;https://a0.muscache.com/im/pictures/af01d337-9929-4381-b0b5-6807663c787e.jpg?aki_policy=small;10009.0;1.0;1.0;74.00000000000003
17862407;4.90527477843843;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace""}";2;1.0;Real Bed;moderate;True;SF;"Welcome to our top floor one-bedroom retreat located close to public transit and plenty of easy street parking. The apartment itself is fully stocked with everything needed for a cozy getaway. We know you'll enjoy you're home away from home. This gorgeous apartment in Twin Peaks provides guests with access to numerous amenities as well as views of downtown and the Bay.  The full kitchen offers stainless steel appliances (refrigerator, oven and dishwasher) as well as a Vitamix, Sous Vide, Soda Stream and coffee maker. An added bonus for those who love to cook is an easy to operate Weber gas grill on the patio. The open living area includes leather furniture, high speed internet, a 60"" flatscreen equipped with Apple TV and a 5.1 speaker surround sound system. The couch is comfortable enough to accommodate for an extra person to sleep. The spacious bedroom offers a comfortable queen sized bed. It also contains  a small office area with a desk, external monitor ready to plug into your Macb";2015-11-14;t;t;;2012-04-30;f;2015-11-14;37.75679866252389;-122.44381284097548;Gorgeous one-bedroom retreat;Twin Peaks;1;100.0;https://a0.muscache.com/im/pictures/5be9df5d-7da9-4e81-ba5e-32ab7a2e1304.jpg?aki_policy=small;94114;1.0;1.0;135.0
6560508;5.416100402204419;Apartment;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";2;1.5;Real Bed;strict;True;NYC;An exceptional and large to call home in the heart of the Theater District and Hells Kitchen's Restaurant Row.. Socialize in the great room living space just before the and a fully equipped and spacious patio. Your room is serene, and functional with indirect sun lit window, Tv, armoir, full mirror. Sleep like a baby a queen canopy bed... This clean and modern with a splash of high end space is fully furnished, central AC and HEAT! spacious with open-concept kitchen and living area with high ceilings that extends into a den where double wide French doors open up into an urban oasis out door patio with outdoor sectional and privacy. Your room is facing the courtyard so it is a quiet room in which you will rest easily in your canopy bed.  Exceptionally high ceilings and fine finishes and accents. Central AC and Heat ! Feel free to make yourself at home and utilize the fashionably furnished living area and the kitchen and appliances.  Escape the madness and Get some sun or fresh air or so;2015-05-23;t;t;79%;2013-02-20;t;2017-09-15;40.75981246519621;-73.98973344382254;Fun/Grand! Theater/Restaurant District!;Hell's Kitchen;44;89.0;https://a0.muscache.com/im/pictures/90202269/d9447026_original.jpg?aki_policy=small;10036;1.0;1.0;224.9999999999998
14388924;4.0943445622221;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;This two bedroom, spacious apartment, in Clinton Hill, is a beautiful space to call home away from you. The space has classic moldings and a modern artistic feel. You will be centrally located on a street with everything you need. You will have your own private room in a large apartment in Clinton Hill. This is a prewar building with beautiful moldings. Your private room has a Queen size bed that accommodates two, a closet space and hangers to place clothing and personal items, wifi, A/C, and beautiful natural light. Towels are provided. Guests will have access to our kitchen, bathroom and living spaces as well as their private room. The space will be shared with my roommate Elena, who is a Studio Manager to a Portrait Photographer and is rarely around. Her room is at the other end of the apartment so you have the ability to feel very separate if that's what you prefer. In most cases I will not be in the apartment, but Elena will be. She is very friendly and easy to talk to. I am avail;2015-07-18;t;f;100%;2014-08-08;f;2017-08-14;40.69386523952896;-73.96840625678013;Charming Old-School Apartment 2;Clinton Hill;42;92.0;https://a0.muscache.com/im/pictures/66494a02-7ff5-4165-9b15-0146594bba4a.jpg?aki_policy=small;11205.0;1.0;1.0;59.999999999999986
20608040;3.5263605246161616;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}";1;1.0;Real Bed;flexible;True;NYC;My place is close to restaurants and dining, public transport, and nightlife. You’ll love my place because of the location, the high ceilings, the people, and the coziness. My place is good for solo adventurers. Please note: we have two indoor cats. We have two cats!;2016-06-29;t;t;100%;2016-01-29;f;2017-07-12;40.6950753246624;-73.93853188047619;Cozy Bushwick Condo;Bedford-Stuyvesant;12;95.0;https://a0.muscache.com/im/pictures/537506ef-641e-4e8b-81c3-8f5b8995727f.jpg?aki_policy=small;11206;1.0;1.0;34.0
14705126;4.0943445622221;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;LA;Your room is fresh and specious. It is one of two in our apartment. The room is very private and set up for a guest who needs to get in and out without any hassle. You will have your own private bathroom. You are more than welcome to use the kitchen. This North Hollywood room is an ideal location for business travelers and tourists. Close to Burbank Airport, Universal Studios, Warner Bros., NBC Studios, Hollywood Bowl, NoHo Arts District, Griffith Park, Zoo, freeways.15 min drive to Hollywood walk of fame. Your room is fresh and specious. It is one of two in our apartment. The room is very private and set up for a guest who needs to get in and out without any hassle. You will have your own private bathroom. You are more than welcome to use the kitchen and dining room. Kitchen is equipped with all your cooking needs. You are more than welcome to use the kitchen and dining room. Kitchen is equipped with all your cooking needs.  There is a laundry room in the building. We treat our guest ;2015-05-02;t;t;100%;2014-03-03;f;2017-04-15;34.186260337349474;-118.38619685459255;Fresh and Spacious private room.;North Hollywood;26;97.0;https://a0.muscache.com/im/pictures/81208271/487b078e_original.jpg?aki_policy=small;91606;1.0;1.0;59.999999999999986
14744592;5.5174528964647065;Apartment;Entire home/apt;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}";4;1.0;Real Bed;strict;True;Boston;A unique, cozy 2 bedroom apartment in Back Bay Boston area. If you like being surrounded by young people and activity, you will love it. It is between Berkeley School of Music, Symphony Hall, Fenway Park, Harvard Medical School, and Northeastern U. It is also within walking distance of most downtown attractions Prudential, The Church of Christ the Scientist, Copley Square, Museum of Fine Arts, Newbury Street, Berklee School of Music, Boston Conservatory, Fenway Park, and many other attractions. This is a 2 bedroom, 1 bathroom apartment located downtown Boston. It is close to a park (BackBay Fen), shopping (Prudential Center, Copley Square, Newbury Street), conference Halls (Hynes Convention Center), music halls (The Berklee School of Music, Symphony, Jordan Hall, Wally's Cafe) and to the historic Boston Commons.  The place has high ceilings, large wall windows, a sliding door to a small balcony. The furnishings are a blend of rustic and modern with tons of books, two aquariums (please ;2017-03-14;t;t;100%;2015-10-18;t;2017-10-05;42.34618873365362;-71.08887220972629;Boston Brownstone;Fenway/Kenmore;11;84.0;https://a0.muscache.com/im/pictures/909c3543-1939-4b45-a9ee-0fbdda0cdde5.jpg?aki_policy=small;02115;2.0;2.0;248.99999999999974
7808346;5.272999558563747;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;moderate;True;SF;Charming & sunny studio apartment in the popular, fun and trendy Marina district. The extra large layout comfortably fits two and is located just two blocks from the famous Palace of Fine Arts and three blocks from the beautiful San Francisco Bay! Public transportation is just steps away (Bus Line 30) as well as bars, restaurants and entertainment (Chestnut Street). Enjoy San Francisco in style, comfort, and ease.;2016-02-21;t;t;;2014-03-05;f;2017-06-19;37.80111770835071;-122.44314027014264;Lovely Marina Studio;Marina;21;97.0;https://a0.muscache.com/im/pictures/33112426/62356677_original.jpg?aki_policy=small;94123;0.0;1.0;195.0
4925062;5.318119993844216;Condominium;Entire home/apt;"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}";5;1.0;Real Bed;strict;True;Boston;"Welcome to Southie! We are in the center of it all- 5 blocks from the beach, 4 blocks from Thomas Park,  1/2 block from Broadway (bars, restaurants, boutiques). Grab a Hubway (just two blocks from the house) and ride into the Seaport (5 minutes), or South End/Back Bay (10 minutes). Literally, this home is in the center of it all-- Revolutionary War history (castle Island/Dorchester Neck), the beach, the city...you couldn't find a better spot.  The home is fully equipped, it's 1,105SF 2BR/1BA. Our home is filled with quirky charm. The entire side of the house is lined with huge windows. We get 3 exposures, so the house is always sunny somewhere. Plus, you get an amazing breeze throughout the house with the windows open. We have a air filter in the living room if you are sensitive to allergens and such. we do have dogs, so please use it! There is a huge deck off the deck for lounging. We are out there in any season! It's literally used as my home office usually ;) The Kitchen is fully eq";;t;t;100%;2013-09-25;f;;42.33535385877602;-71.04386806214151;2BR/1BA w/ huge deck in city of Southie;South Boston;0;;https://a0.muscache.com/im/pictures/7f2cf0f3-7a48-46b4-8312-119562f875c9.jpg?aki_policy=small;02127;2.0;2.0;203.99999999999991
